Epoch,UTC Time,UK Time,Elapsed Time,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,x_mag,y_mag,z_mag
1691876788,2023-08-09 16:00:28,2023-08-09 17:00:28,00:14,0.007812,-0.00293,1.007324,-0.121951,0.304878,0.121951,-99.300003,-49.799999,204.300003
1691876789,2023-08-09 16:00:29,2023-08-09 17:00:29,00:14,-0.016602,0.009766,1.010742,0.182927,-0.304878,0.182927,-100.050003,-51.299999,205.800003
1691876789,2023-08-09 16:00:29,2023-08-09 17:00:29,00:14,0.005859,-0.003418,1.006348,-0.426829,-0.121951,0.243902,-100.650002,-50.700001,204.149994
1691876789,2023-08-09 16:00:29,2023-08-09 17:00:29,00:15,-0.006836,0.003906,0.999512,-0.182927,-0.121951,0.121951,-98.25,-49.950001,204.899994
1691876789,2023-08-09 16:00:29,2023-08-09 17:00:29,00:15,-0.010254,0.007324,1.004395,0.0,-0.304878,0.0,-98.849998,-49.349998,205.050003
1691876790,2023-08-09 16:00:30,2023-08-09 17:00:30,00:15,0.006836,-0.001465,1.004395,-0.426829,-0.182927,0.060976,-99.300003,-48.900002,203.550003
1691876790,2023-08-09 16:00:30,2023-08-09 17:00:30,00:15,-0.001953,-0.007812,1.007324,0.182927,0.121951,0.060976,-100.199997,-50.400002,204.449997
1691876790,2023-08-09 16:00:30,2023-08-09 17:00:30,00:16,0.009766,0.001953,1.001465,-0.121951,0.0,0.0,-100.050003,-51.0,204.0
1691876791,2023-08-09 16:00:31,2023-08-09 17:00:31,00:16,0.007324,0.002441,1.010254,0.0,-0.182927,0.121951,-100.050003,-51.0,202.800003
1691876791,2023-08-09 16:00:31,2023-08-09 17:00:31,00:16,-0.001953,-0.011719,0.999023,0.0,0.121951,0.182927,-98.699997,-51.900002,205.199997
1691876791,2023-08-09 16:00:31,2023-08-09 17:00:31,00:17,-0.006836,-0.006348,1.003418,0.0,0.121951,0.121951,-99.900002,-49.200001,203.399994
1691876792,2023-08-09 16:00:32,2023-08-09 17:00:32,00:17,0.001953,-0.003418,0.999512,0.0,0.243902,0.182927,-100.650002,-50.700001,204.449997
1691876792,2023-08-09 16:00:32,2023-08-09 17:00:32,00:17,0.006348,0.002441,1.004395,-0.182927,-0.060976,0.121951,-100.349998,-49.799999,204.75
1691876792,2023-08-09 16:00:32,2023-08-09 17:00:32,00:18,-0.001465,-0.005371,1.006836,0.182927,-0.121951,-0.060976,-99.300003,-48.900002,204.0
1691876792,2023-08-09 16:00:32,2023-08-09 17:00:32,00:18,-0.00293,-0.005371,1.000977,-0.487805,0.060976,0.0,-100.949997,-49.5,203.399994
1691876793,2023-08-09 16:00:33,2023-08-09 17:00:33,00:18,-0.000977,0.001953,1.003906,0.060976,0.121951,-0.243902,-98.699997,-49.5,203.399994
